Date,city,Rainfall_mm
04-12-2006,Tirunelveli,62
27-01-2007,Tirunelveli,51.4
20-02-2007,Tirunelveli,6
13-03-2007,Tirunelveli,9.3
01-04-2007,Tirunelveli,327.6
06-05-2007,Tirunelveli,60.2
06-06-2007,Tirunelveli,192.4
01-07-2007,Tirunelveli,106.2
01-08-2007,Tirunelveli,15.2
09-09-2007,Tirunelveli,82
08-10-2007,Tirunelveli,478.1
02-11-2007,Tirunelveli,345.7
15-12-2007,Tirunelveli,255.4
06-01-2008,Tirunelveli,23
04-02-2008,Tirunelveli,181.6
02-03-2008,Tirunelveli,787.6
01-04-2008,Tirunelveli,338.6
26-05-2008,Tirunelveli,23
02-07-2008,Tirunelveli,41
11-08-2008,Tirunelveli,158.3
01-09-2008,Tirunelveli,13.1
05-10-2008,Tirunelveli,755.4
08-11-2008,Tirunelveli,493.4
01-12-2008,Tirunelveli,365
08-01-2009,Tirunelveli,34
10-03-2009,Tirunelveli,128
05-04-2009,Tirunelveli,208.6
06-05-2009,Tirunelveli,74.8
06-06-2009,Tirunelveli,83
04-07-2009,Tirunelveli,185.1
01-08-2009,Tirunelveli,48.2
02-09-2009,Tirunelveli,158.7
01-10-2009,Tirunelveli,391.05
01-11-2009,Tirunelveli,922.2
02-12-2009,Tirunelveli,607.4
10-01-2010,Tirunelveli,99.4
17-02-2010,Tirunelveli,1
31-03-2010,Tirunelveli,2.4
01-04-2010,Tirunelveli,103.6
01-05-2010,Tirunelveli,197.4
03-06-2010,Tirunelveli,109.2
02-07-2010,Tirunelveli,100.8
09-08-2010,Tirunelveli,61.6
14-09-2010,Tirunelveli,251.2
01-10-2010,Tirunelveli,352.6
04-11-2010,Tirunelveli,828
01-12-2010,Tirunelveli,570.2
03-01-2011,Tirunelveli,84.2
23-02-2011,Tirunelveli,94.6
14-03-2011,Tirunelveli,50.2
04-04-2011,Tirunelveli,188.1
02-05-2011,Tirunelveli,7
02-06-2011,Tirunelveli,235
06-07-2011,Tirunelveli,53.9
04-08-2011,Tirunelveli,65.2
01-09-2011,Tirunelveli,18
04-10-2011,Tirunelveli,863.1
01-11-2011,Tirunelveli,741
01-12-2011,Tirunelveli,198.2
01-01-2012,Tirunelveli,119.5
01-02-2012,Tirunelveli,122.8
05-03-2012,Tirunelveli,99.9
01-04-2012,Tirunelveli,194.4
07-05-2012,Tirunelveli,91.6
07-06-2012,Tirunelveli,14
02-07-2012,Tirunelveli,48.4
06-08-2012,Tirunelveli,50.5
01-09-2012,Tirunelveli,33.3
08-10-2012,Tirunelveli,823.22
01-11-2012,Tirunelveli,397.8
04-12-2012,Tirunelveli,488.02
01-01-2013,Tirunelveli,11.2
07-02-2013,Tirunelveli,371
05-03-2013,Tirunelveli,560.1
08-04-2013,Tirunelveli,100.4
03-05-2013,Tirunelveli,88.4
01-06-2013,Tirunelveli,352.53
01-07-2013,Tirunelveli,184.3
01-08-2013,Tirunelveli,106.6
01-09-2013,Tirunelveli,172.5
09-10-2013,Tirunelveli,202.3
01-11-2013,Tirunelveli,851.8
01-12-2013,Tirunelveli,245.2
08-01-2014,Tirunelveli,264.4
19-02-2014,Tirunelveli,34.7
01-03-2014,Tirunelveli,283.4
08-04-2014,Tirunelveli,66.7
01-05-2014,Tirunelveli,486.8
02-06-2014,Tirunelveli,36.2
01-07-2014,Tirunelveli,54
01-08-2014,Tirunelveli,238.6
01-09-2014,Tirunelveli,164.6
02-10-2014,Tirunelveli,1226.4
02-11-2014,Tirunelveli,1259.9
01-12-2014,Tirunelveli,648.2
01-01-2015,Tirunelveli,14.9
10-02-2015,Tirunelveli,41
07-03-2015,Tirunelveli,228.6
01-04-2015,Tirunelveli,472.5
05-05-2015,Tirunelveli,279.9
01-06-2015,Tirunelveli,324.4
04-07-2015,Tirunelveli,79.2
06-08-2015,Tirunelveli,51
05-09-2015,Tirunelveli,351.2
01-10-2015,Tirunelveli,662.2
01-11-2015,Tirunelveli,1389.6
01-12-2015,Tirunelveli,1061.4
21-01-2016,Tirunelveli,33
18-02-2016,Tirunelveli,55.4
29-03-2016,Tirunelveli,46
10-04-2016,Tirunelveli,14.4
07-05-2016,Tirunelveli,185.2
03-06-2016,Tirunelveli,353.1
02-07-2016,Tirunelveli,137
05-08-2016,Tirunelveli,3
14-10-2016,Tirunelveli,200.2
01-11-2016,Tirunelveli,361.9
04-12-2016,Tirunelveli,149.2
03-01-2017,Tirunelveli,323
14-02-2017,Tirunelveli,32
01-03-2017,Tirunelveli,258
01-04-2017,Tirunelveli,49
08-05-2017,Tirunelveli,212.4
02-06-2017,Tirunelveli,163.2
02-07-2017,Tirunelveli,21
01-08-2017,Tirunelveli,192.6
01-09-2017,Tirunelveli,403.6
05-10-2017,Tirunelveli,456.8
01-11-2017,Tirunelveli,1049.8
01-12-2017,Tirunelveli,788
11-01-2018,Tirunelveli,42
07-02-2018,Tirunelveli,81
13-03-2018,Tirunelveli,308.6
05-04-2018,Tirunelveli,179.1
05-05-2018,Tirunelveli,233.6
02-06-2018,Tirunelveli,342
09-07-2018,Tirunelveli,249.8
01-08-2018,Tirunelveli,459.8
01-09-2018,Tirunelveli,228.4
01-10-2018,Tirunelveli,617.2
01-11-2018,Tirunelveli,803.6
01-12-2018,Tirunelveli,293.8
01-01-2019,Tirunelveli,18.6
05-02-2019,Tirunelveli,53
02-03-2019,Tirunelveli,1
02-07-2019,Tirunelveli,65.2
03-08-2019,Tirunelveli,286.8
02-09-2019,Tirunelveli,393.7
01-10-2019,Tirunelveli,600.7
01-11-2019,Tirunelveli,643.7
01-12-2019,Tirunelveli,450
05-01-2020,Tirunelveli,62.4
13-02-2020,Tirunelveli,23
17-03-2020,Tirunelveli,2
06-04-2020,Tirunelveli,132.7
01-05-2020,Tirunelveli,149.6
02-06-2020,Tirunelveli,81.6
04-07-2020,Tirunelveli,127.6
02-08-2020,Tirunelveli,271.9
01-09-2020,Tirunelveli,181
07-10-2020,Tirunelveli,322
05-11-2020,Tirunelveli,619.5
01-12-2020,Tirunelveli,348.4
01-01-2021,Tirunelveli,796
18-02-2021,Tirunelveli,117
09-03-2021,Tirunelveli,123.6
10-04-2021,Tirunelveli,101
02-05-2021,Tirunelveli,409.6
03-06-2021,Tirunelveli,181.2
05-07-2021,Tirunelveli,172.4
07-08-2021,Tirunelveli,101.6
06-09-2021,Tirunelveli,222
02-10-2021,Tirunelveli,805.2
01-11-2021,Tirunelveli,1021.4
01-12-2021,Tirunelveli,315.2
01-01-2022,Tirunelveli,102.6
12-02-2022,Tirunelveli,69.8
08-03-2022,Tirunelveli,36.6
03-04-2022,Tirunelveli,213.8
01-07-2022,Tirunelveli,161.6
01-08-2022,Tirunelveli,292.5
01-09-2022,Tirunelveli,139.2
03-10-2022,Tirunelveli,392.6
01-11-2022,Tirunelveli,875.6
01-12-2022,Tirunelveli,847.4
07-01-2023,Tirunelveli,149
01-02-2023,Tirunelveli,252
01-03-2023,Tirunelveli,141.4
02-04-2023,Tirunelveli,385.4
01-05-2023,Tirunelveli,403
01-06-2023,Tirunelveli,58.2
03-07-2023,Tirunelveli,373.2
12-08-2023,Tirunelveli,127.6
01-09-2023,Tirunelveli,515
01-10-2023,Tirunelveli,851
01-11-2023,Tirunelveli,1146.4
01-12-2023,Tirunelveli,1621
03-04-1991,Tirupathur,131.6
03-06-1991,Tirupathur,252.2
01-07-1991,Tirupathur,48.7
02-08-1991,Tirupathur,256.8
02-09-1991,Tirupathur,249.9
02-10-1991,Tirupathur,378.4
01-11-1991,Tirupathur,358
13-12-1991,Tirupathur,0.2
03-01-1992,Tirupathur,9.2
26-04-1992,Tirupathur,14.4
04-05-1992,Tirupathur,91.3
01-06-1992,Tirupathur,103.7
04-07-1992,Tirupathur,114.6
02-08-1992,Tirupathur,82.8
01-09-1992,Tirupathur,339.6
01-10-1992,Tirupathur,294.3
03-11-1992,Tirupathur,369.3
03-04-1993,Tirupathur,131.6
03-06-1993,Tirupathur,252.2
01-07-1993,Tirupathur,48.7
02-08-1993,Tirupathur,256.8
02-09-1993,Tirupathur,249.9
02-10-1993,Tirupathur,378.4
01-11-1993,Tirupathur,358
13-12-1993,Tirupathur,0.2
03-04-1994,Tirupathur,73.4
01-05-1994,Tirupathur,143
09-06-1994,Tirupathur,8
03-08-1994,Tirupathur,178.6
01-09-1994,Tirupathur,206.3
02-10-1994,Tirupathur,311.7
01-11-1994,Tirupathur,125
16-01-1995,Tirupathur,11
20-02-1995,Tirupathur,19
01-07-1995,Tirupathur,195.4
04-08-1995,Tirupathur,537.8
06-08-1996,Tirupathur,356.9
01-09-1996,Tirupathur,650.1
02-10-1996,Tirupathur,254.4
01-11-1996,Tirupathur,46
07-12-1996,Tirupathur,214.8
04-01-1997,Tirupathur,14
30-03-1997,Tirupathur,27
01-04-1997,Tirupathur,94.3
01-05-1997,Tirupathur,166.6
01-06-1997,Tirupathur,283.1
04-07-1997,Tirupathur,36.7
02-08-1997,Tirupathur,199
05-09-1997,Tirupathur,312.7
01-10-1997,Tirupathur,301.6
02-11-1997,Tirupathur,525.5
01-12-1997,Tirupathur,135.1
24-04-1998,Tirupathur,30
02-05-1998,Tirupathur,72
02-06-1998,Tirupathur,49.5
10-07-1998,Tirupathur,161.5
03-08-1998,Tirupathur,440.8
01-09-1998,Tirupathur,207
01-10-1998,Tirupathur,262
02-11-1998,Tirupathur,199
09-12-1998,Tirupathur,73.5
14-04-1999,Tirupathur,45.3
02-05-1999,Tirupathur,125.7
02-06-1999,Tirupathur,90.5
01-07-1999,Tirupathur,94.5
11-08-1999,Tirupathur,184
07-09-1999,Tirupathur,217.5
01-10-1999,Tirupathur,301.6
19-11-1999,Tirupathur,135.5
22-12-1999,Tirupathur,49
07-02-2000,Tirupathur,81.5
14-04-2000,Tirupathur,123.5
01-05-2000,Tirupathur,218.5
02-06-2000,Tirupathur,115.4
06-07-2000,Tirupathur,185
01-08-2000,Tirupathur,415.5
05-09-2000,Tirupathur,644.5
01-10-2000,Tirupathur,713
03-11-2000,Tirupathur,185.6
01-12-2000,Tirupathur,53.2
12-04-2001,Tirupathur,258
04-05-2001,Tirupathur,206
02-06-2001,Tirupathur,49
10-07-2001,Tirupathur,357
01-08-2001,Tirupathur,134
03-09-2001,Tirupathur,945
01-10-2001,Tirupathur,634
03-11-2001,Tirupathur,55
18-12-2001,Tirupathur,54.1
01-02-2002,Tirupathur,1
29-03-2002,Tirupathur,50
01-04-2002,Tirupathur,50
08-05-2002,Tirupathur,285
01-06-2002,Tirupathur,231.7
12-07-2002,Tirupathur,32
01-08-2002,Tirupathur,130
10-09-2002,Tirupathur,205.3
08-10-2002,Tirupathur,459.7
01-11-2002,Tirupathur,102.7
07-12-2002,Tirupathur,82
15-03-2003,Tirupathur,68
05-04-2003,Tirupathur,70
07-05-2003,Tirupathur,70.7
02-06-2003,Tirupathur,135
01-07-2003,Tirupathur,304.7
03-08-2003,Tirupathur,440.8
01-09-2003,Tirupathur,169
04-10-2003,Tirupathur,307
03-11-2003,Tirupathur,44
25-12-2003,Tirupathur,24
01-01-2004,Tirupathur,1
31-03-2004,Tirupathur,5
02-04-2004,Tirupathur,94.7
03-05-2004,Tirupathur,517
01-06-2004,Tirupathur,72
04-07-2004,Tirupathur,271
04-08-2004,Tirupathur,21
03-09-2004,Tirupathur,594
01-10-2004,Tirupathur,469
01-11-2004,Tirupathur,148
10-03-2005,Tirupathur,80.5
04-04-2005,Tirupathur,200
03-05-2005,Tirupathur,207
03-06-2005,Tirupathur,232.5
14-07-2005,Tirupathur,141
10-08-2005,Tirupathur,219.5
02-09-2005,Tirupathur,475.9
01-10-2005,Tirupathur,636.5
01-11-2005,Tirupathur,253.5
03-12-2005,Tirupathur,145.5
11-03-2006,Tirupathur,86
16-04-2006,Tirupathur,74.5
03-05-2006,Tirupathur,201.1
01-06-2006,Tirupathur,269
15-07-2006,Tirupathur,31
13-08-2006,Tirupathur,143
01-09-2006,Tirupathur,351
01-10-2006,Tirupathur,217.7
04-11-2006,Tirupathur,134
11-12-2006,Tirupathur,12
14-04-2007,Tirupathur,181
03-05-2007,Tirupathur,297
03-06-2007,Tirupathur,106.3
18-07-2007,Tirupathur,327
01-08-2007,Tirupathur,293
03-09-2007,Tirupathur,208.5
01-10-2007,Tirupathur,283
01-11-2007,Tirupathur,164.4
06-12-2007,Tirupathur,238
05-01-2008,Tirupathur,3
10-02-2008,Tirupathur,16
12-03-2008,Tirupathur,116
01-04-2008,Tirupathur,63
01-05-2008,Tirupathur,257.4
01-06-2008,Tirupathur,127.7
14-07-2008,Tirupathur,197
01-08-2008,Tirupathur,282.9
01-09-2008,Tirupathur,156.6
02-10-2008,Tirupathur,271.4
16-11-2008,Tirupathur,301
01-12-2008,Tirupathur,7
09-01-2009,Tirupathur,2
10-03-2009,Tirupathur,1.5
21-04-2009,Tirupathur,69.2
05-05-2009,Tirupathur,322
11-06-2009,Tirupathur,147.4
05-07-2009,Tirupathur,28
01-08-2009,Tirupathur,198.4
01-09-2009,Tirupathur,659.5
02-10-2009,Tirupathur,53
04-11-2009,Tirupathur,302.8
04-12-2009,Tirupathur,71.8
10-01-2010,Tirupathur,3.5
22-04-2010,Tirupathur,24.2
01-05-2010,Tirupathur,331.4
04-06-2010,Tirupathur,260.3
06-07-2010,Tirupathur,121.4
13-08-2010,Tirupathur,188.9
11-09-2010,Tirupathur,191.5
03-10-2010,Tirupathur,274.4
01-11-2010,Tirupathur,384.4
01-12-2010,Tirupathur,96
22-02-2011,Tirupathur,56
20-04-2011,Tirupathur,170.7
04-05-2011,Tirupathur,158
01-06-2011,Tirupathur,27.1
01-07-2011,Tirupathur,235.1
11-08-2011,Tirupathur,342
11-09-2011,Tirupathur,173.7
02-10-2011,Tirupathur,232.4
01-11-2011,Tirupathur,213.03
10-12-2011,Tirupathur,108.9
12-01-2012,Tirupathur,26.6
30-04-2012,Tirupathur,22.4
02-05-2012,Tirupathur,189.3
09-06-2012,Tirupathur,84.6
10-07-2012,Tirupathur,240.5
07-08-2012,Tirupathur,224.8
08-09-2012,Tirupathur,173.8
01-10-2012,Tirupathur,417.8
01-11-2012,Tirupathur,280.4
04-12-2012,Tirupathur,56.3
17-02-2013,Tirupathur,45
07-03-2013,Tirupathur,41
07-04-2013,Tirupathur,37.5
12-05-2013,Tirupathur,216.58
02-06-2013,Tirupathur,115.56
05-07-2013,Tirupathur,58.4
04-08-2013,Tirupathur,233.4
02-09-2013,Tirupathur,206.6
02-10-2013,Tirupathur,213.1
03-11-2013,Tirupathur,120.1
17-02-2014,Tirupathur,24
01-03-2014,Tirupathur,38
11-04-2014,Tirupathur,6
02-05-2014,Tirupathur,283.4
03-06-2014,Tirupathur,157.1
01-07-2014,Tirupathur,161.8
09-08-2014,Tirupathur,252.1
02-09-2014,Tirupathur,241.3
01-10-2014,Tirupathur,298.1
02-11-2014,Tirupathur,89.6
11-12-2014,Tirupathur,35.6
02-01-2015,Tirupathur,6.1
28-02-2015,Tirupathur,4.3
04-03-2015,Tirupathur,60.8
04-04-2015,Tirupathur,218.3
07-05-2015,Tirupathur,163.2
01-06-2015,Tirupathur,322.1
13-07-2015,Tirupathur,74.8
02-08-2015,Tirupathur,234.9
03-09-2015,Tirupathur,249.6
01-10-2015,Tirupathur,280.8
02-11-2015,Tirupathur,686.3
01-12-2015,Tirupathur,55
21-01-2016,Tirupathur,8
17-03-2016,Tirupathur,1.4
07-05-2016,Tirupathur,164.9
01-06-2016,Tirupathur,210.1
08-07-2016,Tirupathur,375.6
13-08-2016,Tirupathur,175.1
10-09-2016,Tirupathur,119.6
03-10-2016,Tirupathur,75
02-11-2016,Tirupathur,5.8
02-12-2016,Tirupathur,188.6
27-01-2017,Tirupathur,28.3
08-03-2017,Tirupathur,35.1
18-04-2017,Tirupathur,12.9
02-05-2017,Tirupathur,304.8
03-06-2017,Tirupathur,116.7
06-07-2017,Tirupathur,82.2
01-08-2017,Tirupathur,559.9
01-09-2017,Tirupathur,654.6
01-10-2017,Tirupathur,499
01-11-2017,Tirupathur,104.3
01-12-2017,Tirupathur,127.2
17-03-2018,Tirupathur,90.6
03-04-2018,Tirupathur,5.7
01-05-2018,Tirupathur,156.4
02-06-2018,Tirupathur,117.4
01-07-2018,Tirupathur,144.5
02-08-2018,Tirupathur,88.8
01-09-2018,Tirupathur,293.9
01-10-2018,Tirupathur,202.7
02-11-2018,Tirupathur,122.6
04-12-2018,Tirupathur,49.8
10-02-2019,Tirupathur,5.4
10-07-2019,Tirupathur,321.5
06-08-2019,Tirupathur,465.1
03-09-2019,Tirupathur,342.1
05-10-2019,Tirupathur,397.6
01-11-2019,Tirupathur,163.3
01-12-2019,Tirupathur,49.6
02-01-2020,Tirupathur,13
06-04-2020,Tirupathur,145.3
02-05-2020,Tirupathur,128.1
01-06-2020,Tirupathur,285
04-07-2020,Tirupathur,425.3
03-08-2020,Tirupathur,202.7
01-09-2020,Tirupathur,482.8
01-10-2020,Tirupathur,302.1
06-11-2020,Tirupathur,413.8
03-12-2020,Tirupathur,127.2
03-01-2021,Tirupathur,35
13-04-2021,Tirupathur,58.6
01-05-2021,Tirupathur,181.4
01-06-2021,Tirupathur,138.7
01-07-2021,Tirupathur,437.7
06-08-2021,Tirupathur,418.1
02-09-2021,Tirupathur,543.5
02-10-2021,Tirupathur,364.6
01-11-2021,Tirupathur,666.8
01-12-2021,Tirupathur,80.4
01-01-2022,Tirupathur,26.6
07-03-2022,Tirupathur,39.2
07-04-2022,Tirupathur,105.4
02-05-2022,Tirupathur,419.7
02-06-2022,Tirupathur,416.7
01-07-2022,Tirupathur,366.5
01-08-2022,Tirupathur,514.4
02-09-2022,Tirupathur,314.4
01-10-2022,Tirupathur,428.8
02-11-2022,Tirupathur,267.5
02-12-2022,Tirupathur,236.8
18-03-2023,Tirupathur,123.6
02-04-2023,Tirupathur,111.9
02-05-2023,Tirupathur,285
07-06-2023,Tirupathur,285.6
02-07-2023,Tirupathur,152.8
10-08-2023,Tirupathur,239.6
01-09-2023,Tirupathur,553.4
01-10-2023,Tirupathur,202.2
04-11-2023,Tirupathur,251.4
01-12-2023,Tirupathur,41.4
28-01-2007,Tiruppur,7.6
18-02-2007,Tiruppur,2
15-04-2007,Tiruppur,331
03-05-2007,Tiruppur,227.4
04-06-2007,Tiruppur,147.1
01-07-2007,Tiruppur,65
01-08-2007,Tiruppur,276.4
09-09-2007,Tiruppur,161.7
11-10-2007,Tiruppur,509.15
02-11-2007,Tiruppur,188
04-12-2007,Tiruppur,414.4
05-01-2008,Tiruppur,20
09-02-2008,Tiruppur,66.08
14-03-2008,Tiruppur,389
01-04-2008,Tiruppur,32
08-05-2008,Tiruppur,288.6
01-06-2008,Tiruppur,66
02-07-2008,Tiruppur,97.1
02-08-2008,Tiruppur,413.2
01-09-2008,Tiruppur,157.1
05-10-2008,Tiruppur,573.01
20-11-2008,Tiruppur,206
01-12-2008,Tiruppur,84.6
27-01-2009,Tiruppur,6
13-03-2009,Tiruppur,45
21-04-2009,Tiruppur,28.7
05-05-2009,Tiruppur,237.3
07-06-2009,Tiruppur,6
01-07-2009,Tiruppur,39.3
11-08-2009,Tiruppur,114
02-09-2009,Tiruppur,219.8
03-10-2009,Tiruppur,209.4
01-11-2009,Tiruppur,529.8
02-12-2009,Tiruppur,78.5
10-01-2010,Tiruppur,6.4
25-02-2010,Tiruppur,2
31-03-2010,Tiruppur,10.2
03-04-2010,Tiruppur,44.4
01-05-2010,Tiruppur,156.8
03-06-2010,Tiruppur,169.2
03-07-2010,Tiruppur,88.2
04-08-2010,Tiruppur,143.7
12-09-2010,Tiruppur,192.1
01-10-2010,Tiruppur,558.4
01-11-2010,Tiruppur,894.6
02-12-2010,Tiruppur,140.2
22-02-2011,Tiruppur,9
26-03-2011,Tiruppur,76.4
15-04-2011,Tiruppur,382.2
01-05-2011,Tiruppur,56.4
02-06-2011,Tiruppur,64.4
06-07-2011,Tiruppur,102.8
04-08-2011,Tiruppur,127.6
01-09-2011,Tiruppur,25.6
01-10-2011,Tiruppur,902.4
01-11-2011,Tiruppur,546.7
01-12-2011,Tiruppur,24.4
01-01-2012,Tiruppur,5
24-04-2012,Tiruppur,213.84
02-05-2012,Tiruppur,85.2
14-07-2012,Tiruppur,102
09-08-2012,Tiruppur,195
01-09-2012,Tiruppur,92.2
09-10-2012,Tiruppur,549.6
01-11-2012,Tiruppur,88
19-02-2013,Tiruppur,123
06-03-2013,Tiruppur,10.4
08-04-2013,Tiruppur,88.7
11-05-2013,Tiruppur,121.4
04-06-2013,Tiruppur,4.5
11-07-2013,Tiruppur,16
08-08-2013,Tiruppur,110
01-09-2013,Tiruppur,165.9
09-10-2013,Tiruppur,231.6
02-11-2013,Tiruppur,108.5
02-12-2013,Tiruppur,101.28
07-05-2014,Tiruppur,355.8
01-06-2014,Tiruppur,23.8
06-07-2014,Tiruppur,32
02-08-2014,Tiruppur,313.3
01-09-2014,Tiruppur,463.1
01-10-2014,Tiruppur,854
11-11-2014,Tiruppur,117.8
02-12-2014,Tiruppur,124.3
01-01-2015,Tiruppur,34
01-03-2015,Tiruppur,122.5
04-04-2015,Tiruppur,509.7
05-05-2015,Tiruppur,604.3
01-06-2015,Tiruppur,182.7
04-07-2015,Tiruppur,21
06-08-2015,Tiruppur,96.4
02-09-2015,Tiruppur,289.7
01-10-2015,Tiruppur,184.1
01-11-2015,Tiruppur,477
01-12-2015,Tiruppur,122.3
09-04-2016,Tiruppur,60.2
07-05-2016,Tiruppur,319.4
01-06-2016,Tiruppur,148.4
01-07-2016,Tiruppur,75.3
06-08-2016,Tiruppur,92.3
02-09-2016,Tiruppur,84
14-10-2016,Tiruppur,299
01-11-2016,Tiruppur,115.3
02-12-2016,Tiruppur,102.4
22-01-2017,Tiruppur,21.2
05-03-2017,Tiruppur,122.8
07-04-2017,Tiruppur,120.2
02-05-2017,Tiruppur,200
08-06-2017,Tiruppur,58.4
14-07-2017,Tiruppur,53.8
01-08-2017,Tiruppur,277.7
02-09-2017,Tiruppur,501.2
05-10-2017,Tiruppur,348
01-11-2017,Tiruppur,276.7
01-12-2017,Tiruppur,116
10-01-2018,Tiruppur,4.6
08-02-2018,Tiruppur,63
14-03-2018,Tiruppur,96
01-04-2018,Tiruppur,20
01-05-2018,Tiruppur,656.4
03-06-2018,Tiruppur,54.6
03-07-2018,Tiruppur,48.9
04-08-2018,Tiruppur,112.4
01-09-2018,Tiruppur,363.2
01-10-2018,Tiruppur,644.4
01-11-2018,Tiruppur,339.6
01-12-2018,Tiruppur,44.4
29-01-2019,Tiruppur,11
01-03-2019,Tiruppur,2
08-07-2019,Tiruppur,40.4
06-08-2019,Tiruppur,218.4
03-09-2019,Tiruppur,196.4
01-10-2019,Tiruppur,457.7
01-11-2019,Tiruppur,305.4
01-12-2019,Tiruppur,159
02-01-2020,Tiruppur,3.6
03-03-2020,Tiruppur,42
06-04-2020,Tiruppur,308
01-05-2020,Tiruppur,235
07-06-2020,Tiruppur,97
03-07-2020,Tiruppur,513.8
01-08-2020,Tiruppur,121.3
01-09-2020,Tiruppur,618.6
08-10-2020,Tiruppur,164.4
01-11-2020,Tiruppur,871.3
01-12-2020,Tiruppur,223
01-01-2021,Tiruppur,324.4
21-02-2021,Tiruppur,67.6
05-04-2021,Tiruppur,246.2
01-05-2021,Tiruppur,283.2
03-06-2021,Tiruppur,195.4
02-07-2021,Tiruppur,241
06-08-2021,Tiruppur,262
01-09-2021,Tiruppur,436.4
01-10-2021,Tiruppur,858.3
01-11-2021,Tiruppur,909.1
01-12-2021,Tiruppur,221.6
01-01-2022,Tiruppur,86.4
12-02-2022,Tiruppur,3
08-03-2022,Tiruppur,63.1
01-04-2022,Tiruppur,473
02-05-2022,Tiruppur,261
01-06-2022,Tiruppur,256.2
01-07-2022,Tiruppur,379.1
01-08-2022,Tiruppur,413.1
01-09-2022,Tiruppur,278.1
03-10-2022,Tiruppur,635.9
02-11-2022,Tiruppur,559.4
03-12-2022,Tiruppur,216
31-01-2023,Tiruppur,1
04-02-2023,Tiruppur,18
02-03-2023,Tiruppur,190.6
02-04-2023,Tiruppur,201
01-05-2023,Tiruppur,609.3
01-06-2023,Tiruppur,138.9
03-07-2023,Tiruppur,90.4
05-08-2023,Tiruppur,175
01-09-2023,Tiruppur,257.4
08-10-2023,Tiruppur,489.6
01-11-2023,Tiruppur,879.4
01-12-2023,Tiruppur,211.6
01-01-1991,Tiruvallur,70.8
08-04-1991,Tiruvallur,57
03-06-1991,Tiruvallur,917.5
01-07-1991,Tiruvallur,228.3
04-08-1991,Tiruvallur,346.5
01-09-1991,Tiruvallur,693.1
02-10-1991,Tiruvallur,808.4
01-11-1991,Tiruvallur,1253
13-12-1991,Tiruvallur,9.6
02-01-1992,Tiruvallur,67
26-04-1992,Tiruvallur,46
17-05-1992,Tiruvallur,152.2
21-06-1992,Tiruvallur,25
03-07-1992,Tiruvallur,325.2
01-08-1992,Tiruvallur,433.9
01-09-1992,Tiruvallur,508.8
01-10-1992,Tiruvallur,511
02-11-1992,Tiruvallur,668
20-02-1993,Tiruvallur,40
03-03-1993,Tiruvallur,7
13-04-1993,Tiruvallur,24
20-05-1993,Tiruvallur,82.2
04-06-1993,Tiruvallur,175.2
02-07-1993,Tiruvallur,396
03-08-1993,Tiruvallur,579.6
01-09-1993,Tiruvallur,512
01-10-1993,Tiruvallur,730.8
01-11-1993,Tiruvallur,707.4
01-12-1993,Tiruvallur,430
20-01-1994,Tiruvallur,5
07-02-1994,Tiruvallur,47
02-05-1994,Tiruvallur,131
01-06-1994,Tiruvallur,95
01-07-1994,Tiruvallur,366
03-08-1994,Tiruvallur,470
01-09-1994,Tiruvallur,260
01-10-1994,Tiruvallur,912
01-11-1994,Tiruvallur,901.5
18-12-1994,Tiruvallur,535
05-01-1995,Tiruvallur,233
31-03-1995,Tiruvallur,1
04-04-1995,Tiruvallur,2
05-05-1995,Tiruvallur,558
13-06-1995,Tiruvallur,287
06-07-1995,Tiruvallur,410
01-08-1995,Tiruvallur,795
05-09-1995,Tiruvallur,465.6
01-10-1995,Tiruvallur,938.6
03-11-1995,Tiruvallur,423
07-12-1995,Tiruvallur,8
12-04-1996,Tiruvallur,116
01-05-1996,Tiruvallur,27
06-06-1996,Tiruvallur,1153
07-07-1996,Tiruvallur,135
06-08-1996,Tiruvallur,273
01-09-1996,Tiruvallur,589
01-10-1996,Tiruvallur,663
01-11-1996,Tiruvallur,716
06-12-1996,Tiruvallur,676
08-01-1997,Tiruvallur,58
04-04-1997,Tiruvallur,73
06-05-1997,Tiruvallur,68
02-06-1997,Tiruvallur,395
06-07-1997,Tiruvallur,167
06-08-1997,Tiruvallur,276
01-09-1997,Tiruvallur,836
01-10-1997,Tiruvallur,707
01-11-1997,Tiruvallur,1541
04-12-1997,Tiruvallur,742.5
26-04-1998,Tiruvallur,155
16-05-1998,Tiruvallur,3
01-06-1998,Tiruvallur,163
01-07-1998,Tiruvallur,359
01-08-1998,Tiruvallur,409
01-09-1998,Tiruvallur,555
01-10-1998,Tiruvallur,615
02-11-1998,Tiruvallur,831
01-12-1998,Tiruvallur,313
13-01-1999,Tiruvallur,30
22-04-1999,Tiruvallur,87
03-05-1999,Tiruvallur,267
01-06-1999,Tiruvallur,161
01-07-1999,Tiruvallur,294
02-08-1999,Tiruvallur,612
01-09-1999,Tiruvallur,275
02-10-1999,Tiruvallur,585
06-11-1999,Tiruvallur,515
01-12-1999,Tiruvallur,181
23-02-2000,Tiruvallur,421
02-04-2000,Tiruvallur,32
04-05-2000,Tiruvallur,253
01-06-2000,Tiruvallur,188.2
02-07-2000,Tiruvallur,236.6
01-08-2000,Tiruvallur,482
02-09-2000,Tiruvallur,318
01-10-2000,Tiruvallur,521
02-11-2000,Tiruvallur,205
01-12-2000,Tiruvallur,381
