Date,city,Rainfall_mm
17-01-2001,Ariyalur,2
09-01-2002,Ariyalur,11.8
01-02-2002,Ariyalur,221.8
04-05-2002,Ariyalur,132.2
01-06-2002,Ariyalur,257
06-07-2002,Ariyalur,56
01-08-2002,Ariyalur,80.6
05-09-2002,Ariyalur,373.5
02-10-2002,Ariyalur,526.8
01-11-2002,Ariyalur,152.7
07-12-2002,Ariyalur,57
05-01-2003,Ariyalur,12
06-04-2003,Ariyalur,75.6
01-05-2003,Ariyalur,89.2
04-06-2003,Ariyalur,139.6
09-07-2003,Ariyalur,182
01-08-2003,Ariyalur,439.6
01-09-2003,Ariyalur,171.8
02-10-2003,Ariyalur,484.4
01-11-2003,Ariyalur,471
01-12-2003,Ariyalur,19
01-01-2004,Ariyalur,10.2
08-04-2004,Ariyalur,40
03-05-2004,Ariyalur,631
01-06-2004,Ariyalur,37.2
09-07-2004,Ariyalur,111.6
09-08-2004,Ariyalur,141
01-09-2004,Ariyalur,555.6
01-10-2004,Ariyalur,600.4
01-11-2004,Ariyalur,233.7
03-12-2004,Ariyalur,10.2
14-03-2005,Ariyalur,28
04-04-2005,Ariyalur,193.2
01-05-2005,Ariyalur,283
10-06-2005,Ariyalur,9
14-07-2005,Ariyalur,171
25-08-2005,Ariyalur,111
01-09-2005,Ariyalur,235.8
01-10-2005,Ariyalur,361.5
02-11-2005,Ariyalur,780.6
03-12-2005,Ariyalur,407
06-01-2006,Ariyalur,29
04-03-2006,Ariyalur,69
16-04-2006,Ariyalur,78
04-05-2006,Ariyalur,164
15-06-2006,Ariyalur,101
21-07-2006,Ariyalur,8
19-08-2006,Ariyalur,131.8
01-09-2006,Ariyalur,344.2
05-10-2006,Ariyalur,451.2
01-11-2006,Ariyalur,253.2
01-12-2006,Ariyalur,71.8
15-04-2007,Ariyalur,98
03-05-2007,Ariyalur,208.4
06-06-2007,Ariyalur,76
12-07-2007,Ariyalur,135
01-08-2007,Ariyalur,391
06-09-2007,Ariyalur,131
05-10-2007,Ariyalur,461.8
01-11-2007,Ariyalur,135.1
05-12-2007,Ariyalur,461.7
05-01-2008,Ariyalur,39
10-02-2008,Ariyalur,24
01-03-2008,Ariyalur,244
08-05-2008,Ariyalur,52
01-06-2008,Ariyalur,108
14-07-2008,Ariyalur,93
02-08-2008,Ariyalur,287
02-09-2008,Ariyalur,154.6
05-10-2008,Ariyalur,198
20-11-2008,Ariyalur,939
01-12-2008,Ariyalur,181
07-01-2009,Ariyalur,12
10-03-2009,Ariyalur,11
11-04-2009,Ariyalur,25.4
05-05-2009,Ariyalur,114
12-06-2009,Ariyalur,38
01-08-2009,Ariyalur,196
08-09-2009,Ariyalur,231
09-10-2009,Ariyalur,33.4
01-11-2009,Ariyalur,644.4
02-12-2009,Ariyalur,349
10-01-2010,Ariyalur,33
01-05-2010,Ariyalur,112.8
03-06-2010,Ariyalur,102.6
13-07-2010,Ariyalur,124
14-08-2010,Ariyalur,304
04-09-2010,Ariyalur,197
03-10-2010,Ariyalur,367.2
01-11-2010,Ariyalur,869.7
01-12-2010,Ariyalur,375.2
03-01-2011,Ariyalur,84
23-02-2011,Ariyalur,5
22-04-2011,Ariyalur,175
21-05-2011,Ariyalur,30
02-06-2011,Ariyalur,16
02-07-2011,Ariyalur,141
11-08-2011,Ariyalur,328
03-09-2011,Ariyalur,267.9
01-10-2011,Ariyalur,517
01-11-2011,Ariyalur,545
01-12-2011,Ariyalur,120
31-01-2012,Ariyalur,29
28-03-2012,Ariyalur,34
01-04-2012,Ariyalur,13
01-05-2012,Ariyalur,104
18-06-2012,Ariyalur,22
09-07-2012,Ariyalur,137
08-08-2012,Ariyalur,328.2
08-09-2012,Ariyalur,276.4
01-10-2012,Ariyalur,413.1
01-11-2012,Ariyalur,89
29-12-2012,Ariyalur,33
15-02-2013,Ariyalur,25
07-03-2013,Ariyalur,20
23-04-2013,Ariyalur,46
13-05-2013,Ariyalur,45
05-06-2013,Ariyalur,8
07-07-2013,Ariyalur,14
05-08-2013,Ariyalur,327.9
03-09-2013,Ariyalur,297
09-10-2013,Ariyalur,202
03-11-2013,Ariyalur,277
01-12-2013,Ariyalur,86
25-02-2014,Ariyalur,4
04-05-2014,Ariyalur,285
03-06-2014,Ariyalur,23
01-07-2014,Ariyalur,174
09-08-2014,Ariyalur,219
03-09-2014,Ariyalur,76
01-10-2014,Ariyalur,432.8
02-11-2014,Ariyalur,165
01-12-2014,Ariyalur,152.8
02-01-2015,Ariyalur,14
16-03-2015,Ariyalur,2
02-04-2015,Ariyalur,145
08-05-2015,Ariyalur,156
01-06-2015,Ariyalur,83.2
04-07-2015,Ariyalur,394
01-08-2015,Ariyalur,142.4
02-09-2015,Ariyalur,142
01-10-2015,Ariyalur,305.56
01-11-2015,Ariyalur,581
01-12-2015,Ariyalur,305.5
12-05-2016,Ariyalur,159
01-06-2016,Ariyalur,66.2
16-07-2016,Ariyalur,201.5
11-08-2016,Ariyalur,373
02-09-2016,Ariyalur,156.2
05-10-2016,Ariyalur,146.6
01-11-2016,Ariyalur,94.5
02-12-2016,Ariyalur,69.4
21-01-2017,Ariyalur,198
04-03-2017,Ariyalur,56.1
10-05-2017,Ariyalur,51.6
06-06-2017,Ariyalur,180.8
04-07-2017,Ariyalur,143
01-08-2017,Ariyalur,422.6
03-09-2017,Ariyalur,437.6
01-10-2017,Ariyalur,350.1
01-11-2017,Ariyalur,383.1
01-12-2017,Ariyalur,218.6
10-01-2018,Ariyalur,56.9
14-03-2018,Ariyalur,16.6
10-04-2018,Ariyalur,4.8
11-05-2018,Ariyalur,144.2
04-06-2018,Ariyalur,263
02-07-2018,Ariyalur,77.2
03-08-2018,Ariyalur,183.4
01-09-2018,Ariyalur,74.2
03-10-2018,Ariyalur,408.3
02-11-2018,Ariyalur,491.7
04-12-2018,Ariyalur,47
01-07-2019,Ariyalur,303
07-08-2019,Ariyalur,300.6
12-09-2019,Ariyalur,688.6
01-10-2019,Ariyalur,297.5
01-11-2019,Ariyalur,354.5
01-12-2019,Ariyalur,288.4
01-01-2020,Ariyalur,70
10-04-2020,Ariyalur,40
13-05-2020,Ariyalur,37.6
06-06-2020,Ariyalur,169.1
03-07-2020,Ariyalur,478.4
01-08-2020,Ariyalur,216.8
01-09-2020,Ariyalur,173.7
01-10-2020,Ariyalur,202.8
06-11-2020,Ariyalur,227.4
01-12-2020,Ariyalur,441.2
01-01-2021,Ariyalur,376.2
21-02-2021,Ariyalur,15.2
12-04-2021,Ariyalur,53.8
02-05-2021,Ariyalur,120.8
05-06-2021,Ariyalur,264
02-07-2021,Ariyalur,198.2
08-08-2021,Ariyalur,197
03-09-2021,Ariyalur,336.4
01-10-2021,Ariyalur,666.9
01-11-2021,Ariyalur,905.8
02-12-2021,Ariyalur,136.8
01-01-2022,Ariyalur,113
12-02-2022,Ariyalur,30
07-03-2022,Ariyalur,21.8
10-04-2022,Ariyalur,107.4
07-05-2022,Ariyalur,266.9
06-06-2022,Ariyalur,206.6
11-07-2022,Ariyalur,206
01-08-2022,Ariyalur,420.8
01-09-2022,Ariyalur,227.8
01-10-2022,Ariyalur,322
02-11-2022,Ariyalur,189.6
01-12-2022,Ariyalur,423.9
09-01-2023,Ariyalur,12
02-02-2023,Ariyalur,50
01-03-2023,Ariyalur,85.8
24-04-2023,Ariyalur,20
01-05-2023,Ariyalur,270.2
02-06-2023,Ariyalur,131.9
02-07-2023,Ariyalur,140.6
07-08-2023,Ariyalur,334.4
01-09-2023,Ariyalur,254.6
01-10-2023,Ariyalur,157.6
01-11-2023,Ariyalur,473.7
01-12-2023,Ariyalur,128.6
01-01-1991,Chengalpattu,23.6
01-02-1991,Chengalpattu,40.6
29-04-1991,Chengalpattu,6.2
02-06-1991,Chengalpattu,442.4
01-07-1991,Chengalpattu,144.9
01-08-1991,Chengalpattu,231.2
03-09-1991,Chengalpattu,427.7
02-10-1991,Chengalpattu,561.8
01-11-1991,Chengalpattu,1263.2
14-12-1991,Chengalpattu,20.4
02-01-1992,Chengalpattu,21.2
24-04-1992,Chengalpattu,6.8
24-05-1992,Chengalpattu,6
06-06-1992,Chengalpattu,18.8
01-07-1992,Chengalpattu,271.3
01-08-1992,Chengalpattu,289.7
01-09-1992,Chengalpattu,297.4
02-10-1992,Chengalpattu,374.9
01-11-1992,Chengalpattu,1274.6
12-02-1993,Chengalpattu,19.4
28-04-1993,Chengalpattu,1.6
20-05-1993,Chengalpattu,115.7
04-06-1993,Chengalpattu,185.8
01-07-1993,Chengalpattu,434
01-08-1993,Chengalpattu,670.2
01-09-1993,Chengalpattu,762.7
01-10-1993,Chengalpattu,695.4
01-11-1993,Chengalpattu,836.9
01-12-1993,Chengalpattu,562
18-01-1994,Chengalpattu,3
08-02-1994,Chengalpattu,45.9
02-05-1994,Chengalpattu,102
09-06-1994,Chengalpattu,125.2
01-07-1994,Chengalpattu,302.8
02-08-1994,Chengalpattu,414.2
01-09-1994,Chengalpattu,243.7
01-10-1994,Chengalpattu,963.1
01-11-1994,Chengalpattu,1275.2
18-12-1994,Chengalpattu,398.4
01-01-1995,Chengalpattu,432.8
05-02-1995,Chengalpattu,37
31-03-1995,Chengalpattu,6.6
16-04-1995,Chengalpattu,37.4
05-05-1995,Chengalpattu,589.6
01-06-1995,Chengalpattu,427.3
02-07-1995,Chengalpattu,470.8
01-08-1995,Chengalpattu,571.6
01-09-1995,Chengalpattu,751.5
01-10-1995,Chengalpattu,580.8
02-11-1995,Chengalpattu,1162.1
01-12-1995,Chengalpattu,174.2
09-01-1996,Chengalpattu,288.6
08-02-1996,Chengalpattu,125
11-03-1996,Chengalpattu,16.4
04-04-1996,Chengalpattu,45.2
29-05-1996,Chengalpattu,3.8
03-06-1996,Chengalpattu,462.6
02-07-1996,Chengalpattu,157.5
01-08-1996,Chengalpattu,421.4
01-09-1996,Chengalpattu,416.2
01-10-1996,Chengalpattu,679.1
01-11-1996,Chengalpattu,1212
01-12-1996,Chengalpattu,872
06-01-1997,Chengalpattu,287.8
03-04-1997,Chengalpattu,69.8
07-05-1997,Chengalpattu,8
11-06-1997,Chengalpattu,193.3
04-07-1997,Chengalpattu,209.4
03-08-1997,Chengalpattu,357.7
01-09-1997,Chengalpattu,358.8
02-10-1997,Chengalpattu,548.1
01-11-1997,Chengalpattu,1241
01-12-1997,Chengalpattu,897.7
12-03-1998,Chengalpattu,2
17-04-1998,Chengalpattu,39
03-05-1998,Chengalpattu,76.2
03-06-1998,Chengalpattu,80
07-07-1998,Chengalpattu,317.4
01-08-1998,Chengalpattu,682.2
01-09-1998,Chengalpattu,535.6
01-10-1998,Chengalpattu,694.4
01-11-1998,Chengalpattu,884.6
01-12-1998,Chengalpattu,584.4
13-01-1999,Chengalpattu,30.2
21-04-1999,Chengalpattu,395.3
11-05-1999,Chengalpattu,167.5
01-06-1999,Chengalpattu,112.5
01-07-1999,Chengalpattu,168.3
01-08-1999,Chengalpattu,631
01-09-1999,Chengalpattu,309.6
01-10-1999,Chengalpattu,721.6
04-11-1999,Chengalpattu,590.4
01-12-1999,Chengalpattu,580
05-01-2000,Chengalpattu,36.4
08-02-2000,Chengalpattu,599
26-03-2000,Chengalpattu,71.8
01-04-2000,Chengalpattu,60.6
04-05-2000,Chengalpattu,103.9
02-06-2000,Chengalpattu,211.2
02-07-2000,Chengalpattu,244
01-08-2000,Chengalpattu,464.4
02-09-2000,Chengalpattu,578.4
01-10-2000,Chengalpattu,853.6
01-11-2000,Chengalpattu,626.6
01-12-2000,Chengalpattu,219.9
01-01-2001,Chengalpattu,118
11-04-2001,Chengalpattu,179
06-05-2001,Chengalpattu,51.8
01-06-2001,Chengalpattu,90.2
01-07-2001,Chengalpattu,436.7
01-08-2001,Chengalpattu,255
02-09-2001,Chengalpattu,777.4
01-10-2001,Chengalpattu,711.9
01-11-2001,Chengalpattu,526.8
01-12-2001,Chengalpattu,410.5
04-01-2002,Chengalpattu,91.3
01-02-2002,Chengalpattu,9.2
02-05-2002,Chengalpattu,82.6
01-06-2002,Chengalpattu,180.1
03-07-2002,Chengalpattu,183
01-08-2002,Chengalpattu,357.9
01-09-2002,Chengalpattu,327.8
04-10-2002,Chengalpattu,595.6
01-11-2002,Chengalpattu,684.6
06-12-2002,Chengalpattu,223.2
26-02-2003,Chengalpattu,15.4
18-03-2003,Chengalpattu,11
27-04-2003,Chengalpattu,21
13-05-2003,Chengalpattu,70.9
04-06-2003,Chengalpattu,193.5
01-07-2003,Chengalpattu,416.2
01-08-2003,Chengalpattu,753.9
02-09-2003,Chengalpattu,448.6
03-10-2003,Chengalpattu,880.5
02-11-2003,Chengalpattu,446.8
01-12-2003,Chengalpattu,405.5
01-01-2004,Chengalpattu,9
08-02-2004,Chengalpattu,6
29-03-2004,Chengalpattu,16
02-04-2004,Chengalpattu,22.8
03-05-2004,Chengalpattu,700.7
01-06-2004,Chengalpattu,158.4
01-07-2004,Chengalpattu,96.5
01-08-2004,Chengalpattu,66.1
03-09-2004,Chengalpattu,535.1
01-10-2004,Chengalpattu,1186.1
01-11-2004,Chengalpattu,1140.7
08-12-2004,Chengalpattu,186
02-02-2005,Chengalpattu,4.8
07-03-2005,Chengalpattu,25
03-04-2005,Chengalpattu,247.3
01-05-2005,Chengalpattu,28.2
03-06-2005,Chengalpattu,43.07
07-07-2005,Chengalpattu,166.3
08-08-2005,Chengalpattu,234.6
01-09-2005,Chengalpattu,311.8
02-10-2005,Chengalpattu,1064.01
01-11-2005,Chengalpattu,998.62
02-12-2005,Chengalpattu,817.6
08-01-2006,Chengalpattu,6
04-03-2006,Chengalpattu,33.4
18-04-2006,Chengalpattu,30.1
26-05-2006,Chengalpattu,67.8
04-06-2006,Chengalpattu,234.4
12-07-2006,Chengalpattu,195.2
01-08-2006,Chengalpattu,30.2
01-09-2006,Chengalpattu,245.2
01-10-2006,Chengalpattu,758.2
01-11-2006,Chengalpattu,516.9
03-12-2006,Chengalpattu,224.8
18-02-2007,Chengalpattu,38
04-05-2007,Chengalpattu,32.4
07-06-2007,Chengalpattu,146.3
12-07-2007,Chengalpattu,278.4
01-08-2007,Chengalpattu,706.2
01-09-2007,Chengalpattu,307.6
01-10-2007,Chengalpattu,580.2
01-11-2007,Chengalpattu,225.32
03-12-2007,Chengalpattu,611.4
04-01-2008,Chengalpattu,100.8
10-02-2008,Chengalpattu,65
12-03-2008,Chengalpattu,347.2
01-04-2008,Chengalpattu,55
04-05-2008,Chengalpattu,39.8
01-06-2008,Chengalpattu,126.4
19-07-2008,Chengalpattu,48.4
02-08-2008,Chengalpattu,241.3
03-09-2008,Chengalpattu,261.8
05-10-2008,Chengalpattu,734.9
11-11-2008,Chengalpattu,760
01-12-2008,Chengalpattu,100.2
08-01-2009,Chengalpattu,25
11-03-2009,Chengalpattu,30
05-05-2009,Chengalpattu,42
16-06-2009,Chengalpattu,86.4
05-07-2009,Chengalpattu,90.4
01-08-2009,Chengalpattu,282.4
01-09-2009,Chengalpattu,256.5
09-10-2009,Chengalpattu,134.7
02-11-2009,Chengalpattu,936.6
02-12-2009,Chengalpattu,297.68
11-01-2010,Chengalpattu,1
22-04-2010,Chengalpattu,35
01-05-2010,Chengalpattu,150
06-06-2010,Chengalpattu,360.7
06-07-2010,Chengalpattu,133.38
08-08-2010,Chengalpattu,377.12
01-09-2010,Chengalpattu,220.2
01-10-2010,Chengalpattu,537.8
01-11-2010,Chengalpattu,990.1
01-12-2010,Chengalpattu,731
03-01-2011,Chengalpattu,2.8
22-02-2011,Chengalpattu,91.6
22-04-2011,Chengalpattu,165.2
02-05-2011,Chengalpattu,48
07-06-2011,Chengalpattu,47.8
02-07-2011,Chengalpattu,170
01-08-2011,Chengalpattu,517.4
02-09-2011,Chengalpattu,357.5
01-10-2011,Chengalpattu,674.2
01-11-2011,Chengalpattu,825
09-12-2011,Chengalpattu,284.6
01-01-2012,Chengalpattu,21.2
18-05-2012,Chengalpattu,16
08-06-2012,Chengalpattu,105.8
01-07-2012,Chengalpattu,196
05-08-2012,Chengalpattu,310.6
03-09-2012,Chengalpattu,325.2
01-10-2012,Chengalpattu,860.88
01-11-2012,Chengalpattu,245.5
03-12-2012,Chengalpattu,234.8
16-02-2013,Chengalpattu,75.7
07-03-2013,Chengalpattu,31.1
13-05-2013,Chengalpattu,54.4
03-06-2013,Chengalpattu,153.1
01-07-2013,Chengalpattu,316.86
04-08-2013,Chengalpattu,284.01
04-09-2013,Chengalpattu,514.57
02-10-2013,Chengalpattu,447.74
02-11-2013,Chengalpattu,315.5
01-12-2013,Chengalpattu,244.1
17-02-2014,Chengalpattu,38
05-05-2014,Chengalpattu,128.5
03-06-2014,Chengalpattu,222.3
01-07-2014,Chengalpattu,150.4
04-08-2014,Chengalpattu,221.91
02-09-2014,Chengalpattu,347.7
08-10-2014,Chengalpattu,513.11
01-11-2014,Chengalpattu,239.5
01-12-2014,Chengalpattu,304.8
02-01-2015,Chengalpattu,2
13-04-2015,Chengalpattu,143.2
03-05-2015,Chengalpattu,132.8
10-06-2015,Chengalpattu,112.34
03-07-2015,Chengalpattu,322.2
01-08-2015,Chengalpattu,392.7
02-09-2015,Chengalpattu,283.4
01-10-2015,Chengalpattu,564.5
01-11-2015,Chengalpattu,1824
01-12-2015,Chengalpattu,1039.3
12-05-2016,Chengalpattu,343.8
04-06-2016,Chengalpattu,202.9
07-07-2016,Chengalpattu,195.8
08-08-2016,Chengalpattu,418.8
01-09-2016,Chengalpattu,552.6
07-10-2016,Chengalpattu,83.6
01-11-2016,Chengalpattu,69.3
02-12-2016,Chengalpattu,444.7
01-01-2017,Chengalpattu,37.2
10-05-2017,Chengalpattu,43
07-06-2017,Chengalpattu,150.5
03-07-2017,Chengalpattu,230.5
02-08-2017,Chengalpattu,399.6
01-09-2017,Chengalpattu,167.2
01-10-2017,Chengalpattu,664
01-11-2017,Chengalpattu,749.5
01-12-2017,Chengalpattu,109.4
11-01-2018,Chengalpattu,8
08-02-2018,Chengalpattu,4
17-03-2018,Chengalpattu,39.2
03-04-2018,Chengalpattu,5
02-05-2018,Chengalpattu,14
03-06-2018,Chengalpattu,130.9
02-07-2018,Chengalpattu,111.24
01-08-2018,Chengalpattu,485.6
01-09-2018,Chengalpattu,183.75
02-10-2018,Chengalpattu,317.26
01-11-2018,Chengalpattu,671.7
03-12-2018,Chengalpattu,142.7
01-07-2019,Chengalpattu,404.6
05-08-2019,Chengalpattu,323.9
01-09-2019,Chengalpattu,335.4
06-10-2019,Chengalpattu,710.1
01-11-2019,Chengalpattu,687.2
01-12-2019,Chengalpattu,316.8
01-01-2020,Chengalpattu,131.8
10-04-2020,Chengalpattu,70.8
13-05-2020,Chengalpattu,30.2
07-06-2020,Chengalpattu,148.6
01-07-2020,Chengalpattu,703
03-08-2020,Chengalpattu,234.5
05-09-2020,Chengalpattu,332.9
01-10-2020,Chengalpattu,390.8
05-11-2020,Chengalpattu,875.9
03-12-2020,Chengalpattu,531.5
03-01-2021,Chengalpattu,388.2
21-02-2021,Chengalpattu,48
13-04-2021,Chengalpattu,39.4
07-05-2021,Chengalpattu,114
08-06-2021,Chengalpattu,125
03-07-2021,Chengalpattu,483.1
01-08-2021,Chengalpattu,415.7
01-09-2021,Chengalpattu,280
02-10-2021,Chengalpattu,706.6
01-11-2021,Chengalpattu,1703.1
01-12-2021,Chengalpattu,238
01-01-2022,Chengalpattu,103.05
07-03-2022,Chengalpattu,14.4
01-07-2022,Chengalpattu,326.02
03-08-2022,Chengalpattu,355.3
01-09-2022,Chengalpattu,205.9
01-10-2022,Chengalpattu,473.4
01-11-2022,Chengalpattu,880.4
01-12-2022,Chengalpattu,418.4
05-01-2023,Chengalpattu,15
03-02-2023,Chengalpattu,4.4
18-03-2023,Chengalpattu,43
23-04-2023,Chengalpattu,4.5
02-05-2023,Chengalpattu,183.1
06-06-2023,Chengalpattu,349.1
02-07-2023,Chengalpattu,270.6
09-08-2023,Chengalpattu,402.8
01-09-2023,Chengalpattu,802
04-10-2023,Chengalpattu,220.2
01-11-2023,Chengalpattu,798
01-12-2023,Chengalpattu,645.2
03-06-1991,Chennai,269.6
01-07-1991,Chennai,81.1
04-08-1991,Chennai,106.7
07-09-1991,Chennai,196
05-10-1991,Chennai,320.2
01-11-1991,Chennai,466.9
14-12-1991,Chennai,1.5
01-01-1992,Chennai,24.4
26-04-1992,Chennai,38.6
24-05-1992,Chennai,102.5
11-06-1992,Chennai,15.4
01-07-1992,Chennai,117.4
01-08-1992,Chennai,190.1
01-09-1992,Chennai,100.1
03-10-1992,Chennai,110.8
02-11-1992,Chennai,579.5
03-03-1993,Chennai,10
16-05-1993,Chennai,58.1
04-06-1993,Chennai,50.5
02-07-1993,Chennai,81.3
01-08-1993,Chennai,122
01-09-1993,Chennai,75.9
02-10-1993,Chennai,303.2
01-11-1993,Chennai,392.2
01-12-1993,Chennai,297.2
29-01-1994,Chennai,7
06-02-1994,Chennai,342.4
05-03-1994,Chennai,5
25-05-1994,Chennai,74.4
10-06-1994,Chennai,132
07-07-1994,Chennai,301.6
02-08-1994,Chennai,137
01-09-1994,Chennai,308.9
01-10-1994,Chennai,508.2
01-11-1994,Chennai,906.7
01-12-1994,Chennai,335.2
05-01-1995,Chennai,198.4
05-05-1995,Chennai,335.5
12-06-1995,Chennai,21.4
10-07-1995,Chennai,115.8
01-08-1995,Chennai,303.7
07-09-1995,Chennai,214
04-10-1995,Chennai,279.5
03-11-1995,Chennai,306.4
06-04-1996,Chennai,32.7
01-05-1996,Chennai,15
12-06-1996,Chennai,729.3
07-07-1996,Chennai,65.9
02-11-1996,Chennai,330.3
06-12-1996,Chennai,481.1
08-01-1997,Chennai,14.5
04-04-1997,Chennai,93.9
06-05-1997,Chennai,0.6
11-06-1997,Chennai,64.9
02-07-1997,Chennai,66
07-08-1997,Chennai,134.9
07-09-1997,Chennai,235.7
01-10-1997,Chennai,355
01-11-1997,Chennai,885.8
05-12-1997,Chennai,686.8
02-01-1998,Chennai,4.3
10-03-1998,Chennai,3.8
26-04-1998,Chennai,17.3
12-05-1998,Chennai,21.1
10-06-1998,Chennai,34.2
01-07-1998,Chennai,131.8
01-08-1998,Chennai,119.6
02-09-1998,Chennai,78.2
01-10-1998,Chennai,215.8
02-11-1998,Chennai,383.8
01-12-1998,Chennai,199.6
14-01-1999,Chennai,9.6
05-02-1999,Chennai,0.2
22-04-1999,Chennai,16.9
15-05-1999,Chennai,12.6
01-06-1999,Chennai,123.8
02-07-1999,Chennai,107.3
02-08-1999,Chennai,200.8
05-09-1999,Chennai,197.1
04-10-1999,Chennai,377.2
06-11-1999,Chennai,199.3
13-12-1999,Chennai,52
24-02-2000,Chennai,212.8
01-04-2000,Chennai,19.8
03-05-2000,Chennai,23.3
12-06-2000,Chennai,107.1
03-07-2000,Chennai,70.4
07-08-2000,Chennai,72.8
01-09-2000,Chennai,170.6
01-10-2000,Chennai,169
01-11-2000,Chennai,197.5
02-12-2000,Chennai,70
07-01-2001,Chennai,1.4
11-04-2001,Chennai,94.9
21-05-2001,Chennai,20.2
03-06-2001,Chennai,37.9
01-07-2001,Chennai,296.6
01-08-2001,Chennai,59.8
05-09-2001,Chennai,156
02-10-2001,Chennai,421.4
02-11-2001,Chennai,414.2
01-12-2001,Chennai,305.4
05-01-2002,Chennai,60.4
01-02-2002,Chennai,5.6
17-05-2002,Chennai,18.5
02-06-2002,Chennai,42.6
05-07-2002,Chennai,87.3
04-08-2002,Chennai,106.8
01-09-2002,Chennai,137.9
01-10-2002,Chennai,399.3
01-11-2002,Chennai,583.9
06-12-2002,Chennai,29.9
04-01-2003,Chennai,0.1
18-03-2003,Chennai,6.2
14-05-2003,Chennai,0.5
14-06-2003,Chennai,22.9
01-07-2003,Chennai,113.3
03-08-2003,Chennai,151.3
04-09-2003,Chennai,157.4
05-10-2003,Chennai,162.7
03-11-2003,Chennai,96
12-12-2003,Chennai,95.4
06-01-2004,Chennai,51.5
29-03-2004,Chennai,0.2
07-04-2004,Chennai,2.4
03-05-2004,Chennai,212.2
05-06-2004,Chennai,28.8
01-07-2004,Chennai,50.6
04-08-2004,Chennai,47.1
05-09-2004,Chennai,318.7
01-10-2004,Chennai,655.07
01-11-2004,Chennai,431.3
08-12-2004,Chennai,15.1
22-01-2005,Chennai,2.3
02-02-2005,Chennai,10.5
09-03-2005,Chennai,1.6
03-04-2005,Chennai,187.1
01-05-2005,Chennai,59
09-06-2005,Chennai,52.6
03-07-2005,Chennai,207
01-08-2005,Chennai,171.2
01-09-2005,Chennai,295.1
02-10-2005,Chennai,1561.6
01-11-2005,Chennai,881.1
02-12-2005,Chennai,692.5
08-01-2006,Chennai,4.3
03-03-2006,Chennai,48.3
18-04-2006,Chennai,41
26-05-2006,Chennai,23
01-06-2006,Chennai,162.8
10-07-2006,Chennai,172.3
01-08-2006,Chennai,259.6
01-09-2006,Chennai,273.6
02-10-2006,Chennai,974.6
01-11-2006,Chennai,529.5
10-12-2006,Chennai,26.4
18-02-2007,Chennai,15.2
14-04-2007,Chennai,9.8
04-05-2007,Chennai,4
07-06-2007,Chennai,165.4
06-07-2007,Chennai,409.2
01-08-2007,Chennai,472
01-09-2007,Chennai,302.2
01-10-2007,Chennai,374.3
02-11-2007,Chennai,160.2
02-12-2007,Chennai,384
04-01-2008,Chennai,90
10-02-2008,Chennai,20.2
12-03-2008,Chennai,247.4
01-04-2008,Chennai,26.9
02-05-2008,Chennai,8.7
01-06-2008,Chennai,204.2
02-07-2008,Chennai,109.4
02-08-2008,Chennai,208.9
01-09-2008,Chennai,247.29
04-10-2008,Chennai,623.4
11-11-2008,Chennai,845.4
01-12-2008,Chennai,21.3
07-01-2009,Chennai,33.9
10-03-2009,Chennai,2.5
16-05-2009,Chennai,16.1
05-06-2009,Chennai,67.9
02-07-2009,Chennai,98.8
01-08-2009,Chennai,255.4
01-09-2009,Chennai,266.53
01-10-2009,Chennai,129.1
03-11-2009,Chennai,862.1
01-12-2009,Chennai,395.6
07-01-2010,Chennai,9.4
01-05-2010,Chennai,228
05-06-2010,Chennai,229.2
05-07-2010,Chennai,267.1
01-08-2010,Chennai,433.5
03-09-2010,Chennai,316.4
01-10-2010,Chennai,255.9
02-11-2010,Chennai,306.2
01-12-2010,Chennai,318.9
03-01-2011,Chennai,19.3
22-02-2011,Chennai,107.3
22-04-2011,Chennai,50.6
21-05-2011,Chennai,24.8
02-06-2011,Chennai,131.3
02-07-2011,Chennai,184.9
01-08-2011,Chennai,439.6
02-09-2011,Chennai,398.4
03-10-2011,Chennai,387.3
01-11-2011,Chennai,599
09-12-2011,Chennai,229.3
01-01-2012,Chennai,44
13-03-2012,Chennai,1.6
20-06-2012,Chennai,50.9
01-07-2012,Chennai,117.9
04-08-2012,Chennai,198
03-09-2012,Chennai,257.2
01-10-2012,Chennai,507.66
01-11-2012,Chennai,98.8
03-12-2012,Chennai,203.7
16-02-2013,Chennai,48.8
07-03-2013,Chennai,38.4
24-04-2013,Chennai,3.1
13-05-2013,Chennai,54.2
03-06-2013,Chennai,180.9
02-07-2013,Chennai,252.75
03-08-2013,Chennai,287.6
04-09-2013,Chennai,359.9
01-10-2013,Chennai,419.52
01-11-2013,Chennai,415.41
01-12-2013,Chennai,141.6
02-01-2014,Chennai,1.2
17-02-2014,Chennai,15.8
05-05-2014,Chennai,52.9
03-06-2014,Chennai,239.6
01-07-2014,Chennai,116.7
02-08-2014,Chennai,311.4
04-09-2014,Chennai,236.5
08-10-2014,Chennai,579.5
01-11-2014,Chennai,229.4
01-12-2014,Chennai,233.4
01-01-2015,Chennai,30.5
13-04-2015,Chennai,145.2
13-05-2015,Chennai,31.9
02-06-2015,Chennai,77.7
01-07-2015,Chennai,299.5
01-08-2015,Chennai,407.7
08-09-2015,Chennai,120.3
01-10-2015,Chennai,289.7
01-11-2015,Chennai,1461.15
